ocm10504630	990000135330302486,(Aleph)000013533EMU01	None	0
ocm7051265	990000135340302486,(Aleph)000013534EMU01	0076-1087	0
ocm45164078	990000136610302486,(Aleph)000013661EMU01	None	1
(OCoLC)10004204	990000137110302486,(Aleph)000013711EMU01	0897-1676	0
ocm7964658	990000140240302486,(Aleph)000014024EMU01	None	0
(OCoLC)3909425	990000142600302486,(Aleph)000014260EMU01	0081-4539	0
(OCoLC)45049488	990000143860302486,(Aleph)000014386EMU01	1531-7129	0
(OCoLC)45699954	990000143870302486,(Aleph)000014387EMU01	0037-9727; 1535-3702	0
(OCoLC)18458017	990000143890302486,(Aleph)000014389EMU01	1048-3802	0
(OCoLC)6836118	990000144900302486,(Aleph)000014490EMU01	0730-837X	0
(OCoLC)2078821	990000145710302486,(Aleph)000014571EMU01	0010-1451	0
ocm2464740	990000145720302486,(Aleph)000014572EMU01	0042-3165; 0100-7122	0
ocm26862602	990000145730302486,(Aleph)000014573EMU01	1081-0463	0
(OCoLC)4530578	990000146000302486,(Aleph)000014600EMU01	None	0
(OCoLC)43267982	990000149430302486,(Aleph)000014943EMU01	1208-2071; 1531-023X	0
(OCoLC)7052766	990000149440302486,(Aleph)000014944EMU01	0551-1690	0
(OCoLC)2924022	990000149450302486,(Aleph)000014945EMU01	0148-1029	0
(OCoLC)44760327	990000151750302486,(Aleph)000015175EMU01	1567-4495	0
ocm4511003	990000151790302486,(Aleph)000015179EMU01	None	0
No OCLC Number Available	990000152480302486,(Aleph)000015248EMU01	None	0
ocm45801611	990000152550302486,(Aleph)000015255EMU01	None	0
ocm46386970	990000153550302486,(Aleph)000015355EMU01	None	1
ocm2484447	990000153900302486,(Aleph)000015390EMU01	0364-7730	1
(OCoLC)30428348	990000154000302486,(Aleph)000015400EMU01	1932-3700	1
ocm35392886	990000154110302486,(Aleph)000015411EMU01	None	1
ocm35444814	990000154120302486,(Aleph)000015412EMU01	None	1
ocm42463906	990000154890302486,(Aleph)000015489EMU01	None	1
ocm43024575	990000155240302486,(Aleph)000015524EMU01	None	1
ocm45420578	990000156170302486,(Aleph)000015617EMU01	1937-4704	1
ocm45460568	990000156860302486,(Aleph)000015686EMU01	None	1
ocm45474570	990000156950302486,(Aleph)000015695EMU01	None	1
(OCoLC)45591986	990000157180302486,(Aleph)000015718EMU01	None	1
ocm24772336	990000157500302486,(Aleph)000015750EMU01	1071-300X	0
ocm30845205	990000157510302486,(Aleph)000015751EMU01	None	0
(OCoLC)45584831	990000159110302486,(Aleph)000015911EMU01	1992-8408	0
(OCoLC)30886942	990000159120302486,(Aleph)000015912EMU01	1012-7801	0
(OCoLC)45719927	990000159510302486,(Aleph)000015951EMU01	1566-2497	0
(OCoLC)28398684	990000159750302486,(Aleph)000015975EMU01	1070-5325	0
ocm36663875	990000160200302486,(Aleph)000016020EMU01	None	0
(OCoLC)45693990	990000160220302486,(Aleph)000016022EMU01	1096-3065; 1522-810X; 1537-5838	0
(OCoLC)29944672	990000160350302486,(Aleph)000016035EMU01	None	0
ocm45802206	990000160360302486,(Aleph)000016036EMU01	1393-998X	0
ocm45802216	990000160820302486,(Aleph)000016082EMU01	1649-0126	0
(OCoLC)44488544	990000161420302486,(Aleph)000016142EMU01	1057-6029; 1533-6484	0
(OCoLC)43608525	990000161510302486,(Aleph)000016151EMU01	1529-0816	0
(OCoLC)42254102	990000164420302486,(Aleph)000016442EMU01	None	0
ocm50361065	990000166790302486,(Aleph)000016679EMU01	None	0
(OCoLC)2800381	990000168970302486,(Aleph)000016897EMU01	0364-2437	0
(OCoLC)36645345	990000169410302486,(Aleph)000016941EMU01	1099-5765	0
(OCoLC)45802447	990000169530302486,(Aleph)000016953EMU01	1471-4922	0
ocm44798483	990000169570302486,(Aleph)000016957EMU01	1531-1864	0
(OCoLC)2214898	990000171590302486,(Aleph)000017159EMU01	0044-2690	0
(OCoLC)1774236	990000171610302486,(Aleph)000017161EMU01	0179-6135	0
(OCoLC)45555059	990000176040302486,(Aleph)000017604EMU01	0019-848X; 1532-9194	0
ocm42921043	990000176260302486,(Aleph)000017626EMU01	None	1
(OCoLC)45427538	990000176270302486,(Aleph)000017627EMU01	1470-1626	0
(OCoLC)45427538	990000176330302486,(Aleph)000017633EMU01	1532-673X	0
ocm44388397	990000178770302486,(Aleph)000017877EMU01	1287-2147; 1296-2147	0
(OCoLC)34014156	990000181840302486,(Aleph)000018184EMU01	None	0
ocm29235359	990000183060302486,(Aleph)000018306EMU01	None	1
ocm37565415	990000183130302486,(Aleph)000018313EMU01	None	1
ocm45556198	990000184830302486,(Aleph)000018483EMU01	1555-2403	1
ocm45710227	990000185150302486,(Aleph)000018515EMU01	None	1
(OCoLC)43515752	990000185700302486,(Aleph)000018570EMU01	1528-7483	0
(OCoLC)44554577	990000185730302486,(Aleph)000018573EMU01	1389-5567	0
(OCoLC)7449516	990000185740302486,(Aleph)000018574EMU01	0044-2038	0
ocm2105664	990000185760302486,(Aleph)000018576EMU01	0362-921X	0
(OCoLC)2095940	990000185780302486,(Aleph)000018578EMU01	0362-9147	0
ocm45686803	990000185790302486,(Aleph)000018579EMU01	1119-913X	0
ocm45435741	990000185810302486,(Aleph)000018581EMU01	2325-1972	1
(OCoLC)45787735	990000185860302486,(Aleph)000018586EMU01	1534-9977	0
(OCoLC)38063390	990000186160302486,(Aleph)000018616EMU01	None	0
(OCoLC)45295972	990000186190302486,(Aleph)000018619EMU01	0899-1154; 1532-3692	0
(OCoLC)11626364	990000186320302486,(Aleph)000018632EMU01	0270-8302; 8756-6389	0
(OCoLC)22530588	990000186520302486,(Aleph)000018652EMU01	1467-8403; 0314-7533; 1035-7823	0
ocm42930717	990000186570302486,(Aleph)000018657EMU01	1527-652X	0
ocm2063287	990000186860302486,(Aleph)000018686EMU01	None	0
ocm45896469	990000187250302486,(Aleph)000018725EMU01	None	0
(OCoLC)11063778	990000187710302486,(Aleph)000018771EMU01	None	0
(OCoLC)10944737	990000187720302486,(Aleph)000018772EMU01	None	0
(OCoLC)2269756	990000187730302486,(Aleph)000018773EMU01	0044-0213	0
(OCoLC)1777115	990000188160302486,(Aleph)000018816EMU01	0199-0292	0
(OCoLC)1774222	990000188180302486,(Aleph)000018818EMU01	0043-9282	0
ocm6057665	990000188190302486,(Aleph)000018819EMU01	None	0
(OCoLC)45902955	990000189070302486,(Aleph)000018907EMU01	None	1
ocm45905883	990000189080302486,(Aleph)000018908EMU01	None	0
ocm45906135	990000189090302486,(Aleph)000018909EMU01	None	0
ocm45911464	990000189100302486,(Aleph)000018910EMU01	None	0
ocm45911534	990000189110302486,(Aleph)000018911EMU01	None	0
(OCoLC)1779698	990000189130302486,(Aleph)000018913EMU01	8755-2213	0
(OCoLC)25986087	990000189150302486,(Aleph)000018915EMU01	None	0
ocm25985992	990000189160302486,(Aleph)000018916EMU01	0029-3571	0
(OCoLC)2267947	990000189860302486,(Aleph)000018986EMU01	2169-4591	0
(OCoLC)2243471	990000190500302486,(Aleph)000019050EMU01	0039-4157	0
(OCoLC)1644226	990000190510302486,(Aleph)000019051EMU01	None	0
ocm3986837	990000190520302486,(Aleph)000019052EMU01	None	0
ocm1776754	990000190530302486,(Aleph)000019053EMU01	0510-8349	0
ocm2779102	990000190540302486,(Aleph)000019054EMU01	0510-9272; 0043-8839	0
(OCoLC)6258312	990000190550302486,(Aleph)000019055EMU01	None	0
ocm5185649	990000190600302486,(Aleph)000019060EMU01	None	0
ocm1585926	990000190620302486,(Aleph)000019062EMU01	None	0
(OCoLC)5185609	990000190630302486,(Aleph)000019063EMU01	None	0
(OCoLC)13029962	990000191790302486,(Aleph)000019179EMU01	1942-4841	0
(OCoLC)1770125	990000191800302486,(Aleph)000019180EMU01	0043-8286	0
(OCoLC)1713865	990000191810302486,(Aleph)000019181EMU01	1942-485X	0
ocm45916352	990000191840302486,(Aleph)000019184EMU01	None	0
ocm45916396	990000191850302486,(Aleph)000019185EMU01	None	0
(OCoLC)45764464	990000192710302486,(Aleph)000019271EMU01	0072-064X; 1020-4997; 1814-9278	0
(OCoLC)43943411	990000192830302486,(Aleph)000019283EMU01	None	0
ocm26035875	990000193160302486,(Aleph)000019316EMU01	1098-7584	0
(OCoLC)6454182	990000193640302486,(Aleph)000019364EMU01	None	0
(OCoLC)2451654	990000193650302486,(Aleph)000019365EMU01	None	0
ocm1773513	990000193660302486,(Aleph)000019366EMU01	0363-6615	0
(OCoLC)39135448	990000193670302486,(Aleph)000019367EMU01	None	0
ocm34112348	990000193680302486,(Aleph)000019368EMU01	None	0
(OCoLC)2451556	990000193690302486,(Aleph)000019369EMU01	None	0
ocm18654339	990000194490302486,(Aleph)000019449EMU01	None	1
ocm22192775	990000194520302486,(Aleph)000019452EMU01	None	1
ocm20475722	990000195010302486,(Aleph)000019501EMU01	None	1
(OCoLC)45214511	990000195110302486,(Aleph)000019511EMU01	1540-1634	0
(OCoLC)3029187	990000197100302486,(Aleph)000019710EMU01	0577-1757	0
(OCoLC)11005334	990000197140302486,(Aleph)000019714EMU01	None	0
(OCoLC)10551620	990000197150302486,(Aleph)000019715EMU01	None	0
(OCoLC)2395779	990000197160302486,(Aleph)000019716EMU01	0190-6100	0
(OCoLC)834313	990000197170302486,(Aleph)000019717EMU01	0511-4942	0
(OCoLC)505875966	990000197350302486,(Aleph)000019735EMU01	None	0
ocm40568948	990000197420302486,(Aleph)000019742EMU01	None	1
ocm2575154	990000197440302486,(Aleph)000019744EMU01	0364-8389	1
(OCoLC)3476531	990000197870302486,(Aleph)000019787EMU01	0379-9565	0
(OCoLC)2434612	990000197880302486,(Aleph)000019788EMU01	0196-0296	0
(OCoLC)1787744	990000197890302486,(Aleph)000019789EMU01	0092-7821; 0143-3261	0
(OCoLC)1640330	990000197900302486,(Aleph)000019790EMU01	0577-9960	0
(OCoLC)1421167	990000197940302486,(Aleph)000019794EMU01	0364-0175	1
ocm16955013	990000198180302486,(Aleph)000019818EMU01	None	0
ocm37442367	990000198210302486,(Aleph)000019821EMU01	None	0
(OCoLC)45966842	990000198220302486,(Aleph)000019822EMU01	None	0
(OCoLC)45966987	990000198230302486,(Aleph)000019823EMU01	None	0
ocm45967099	990000198250302486,(Aleph)000019825EMU01	None	0
ocm28553859	990000198420302486,(Aleph)000019842EMU01	None	1
(OCoLC)46805416	990000198620302486,(Aleph)000019862EMU01	None	0
(OCoLC)22647721	990000198640302486,(Aleph)000019864EMU01	None	0
(OCoLC)44922108	990000201590302486,(Aleph)000020159EMU01	1317-0953	0
(OCoLC)45909906	990000201610302486,(Aleph)000020161EMU01	1567-8326	0
(OCoLC)40466578	990000201660302486,(Aleph)000020166EMU01	None	0
(OCoLC)47123753	990000203290302486,(Aleph)000020329EMU01	None	0
ocm32234248	990000203320302486,(Aleph)000020332EMU01	None	0
(OCoLC)45882557	990000203420302486,(Aleph)000020342EMU01	1650-1977	0
(OCoLC)43619255	990000203640302486,(Aleph)000020364EMU01	1529-1006	0
(OCoLC)1781485	990000207390302486,(Aleph)000020739EMU01	0049-7541	0
ocm8206873	990000207460302486,(Aleph)000020746EMU01	None	0
(OCoLC)44260660	990000207470302486,(Aleph)000020747EMU01	1530-5627	0
(OCoLC)36489431	990000207520302486,(Aleph)000020752EMU01	1027-3719	0
(OCoLC)1538089	990000209610302486,(Aleph)000020961EMU01	0255-0962	0
(OCoLC)44179079	990000211010302486,(Aleph)000021101EMU01	1440-9917	0
(OCoLC)12660458	990000212270302486,(Aleph)000021227EMU01	0267-0887	0
ocm44530899	990000212420302486,(Aleph)000021242EMU01	None	0
(OCoLC)41481531	990000212430302486,(Aleph)000021243EMU01	0519-4628	0
ocm10657943	990000212440302486,(Aleph)000021244EMU01	0512-3364	0
(OCoLC)1768072	990000212480302486,(Aleph)000021248EMU01	0566-5310	0
(OCoLC)15584722	990000212500302486,(Aleph)000021250EMU01	None	0
(OCoLC)13190660	990000212520302486,(Aleph)000021252EMU01	None	0
ocm46323898	990000212620302486,(Aleph)000021262EMU01	None	0
ocm46324131	990000212650302486,(Aleph)000021265EMU01	None	0
ocm46324271	990000212660302486,(Aleph)000021266EMU01	None	0
ocm19770162	990000213420302486,(Aleph)000021342EMU01	None	1
(OCoLC)21213617	990000213430302486,(Aleph)000021343EMU01	None	1
ocm22369030	990000213440302486,(Aleph)000021344EMU01	None	1
(OCoLC)20481296	990000213810302486,(Aleph)000021381EMU01	None	1
ocm7760455	990000213850302486,(Aleph)000021385EMU01	None	0
(OCoLC)45399543	990000213940302486,(Aleph)000021394EMU01	1213-1520	0
(OCoLC)21497050	990000213950302486,(Aleph)000021395EMU01	0847-1266	0
(OCoLC)8834524	990000213960302486,(Aleph)000021396EMU01	0362-0476	0
(OCoLC)1768112	990000213980302486,(Aleph)000021398EMU01	None	0
(OCoLC)42011237	990000214430302486,(Aleph)000021443EMU01	None	0
(OCoLC)2410175	990000215040302486,(Aleph)000021504EMU01	0344-385X	0
ocm28624123	990000215390302486,(Aleph)000021539EMU01	1076-0962	0
ocm46032516	990000215600302486,(Aleph)000021560EMU01	None	1
ocm19770139	990000215950302486,(Aleph)000021595EMU01	None	1
ocm46381739	990000215970302486,(Aleph)000021597EMU01	None	1
(OCoLC)18424486	990000215980302486,(Aleph)000021598EMU01	None	1
(OCoLC)20481625	990000215990302486,(Aleph)000021599EMU01	None	1
(OCoLC)20108677	990000216000302486,(Aleph)000021600EMU01	None	1
ocm21380068	990000216010302486,(Aleph)000021601EMU01	None	1
ocm18394292	990000216020302486,(Aleph)000021602EMU01	None	1
(OCoLC)37107867	990000216310302486,(Aleph)000021631EMU01	1078-3482; 1094-3420	0
ocm31370745	990000216840302486,(Aleph)000021684EMU01	None	1
ocm5506302	990000217600302486,(Aleph)000021760EMU01	0334-4118	0
(OCoLC)41148170	990000217660302486,(Aleph)000021766EMU01	1534-9829	0
ocm5250947	990000218130302486,(Aleph)000021813EMU01	0894-0142	1
ocm5251209	990000218140302486,(Aleph)000021814EMU01	0894-0134	1
(OCoLC)1768479	990000218150302486,(Aleph)000021815EMU01	0894-0126	1
(OCoLC)42867720	990000218170302486,(Aleph)000021817EMU01	1527-5388	1
(OCoLC)12226189	990000218330302486,(Aleph)000021833EMU01	0256-0917	0
(OCoLC)36425894	990000219420302486,(Aleph)000021942EMU01	1362-9387	0
(OCoLC)37604587	990000219840302486,(Aleph)000021984EMU01	None	0
ocm9207978	990000220560302486,(Aleph)000022056EMU01	0042-8086	0
ocm6698219	990000220580302486,(Aleph)000022058EMU01	None	0
ocm5384061	990000220600302486,(Aleph)000022060EMU01	None	0
ocm2823473	990000220610302486,(Aleph)000022061EMU01	None	0
ocm7565988	990000220620302486,(Aleph)000022062EMU01	None	0
ocm2269144	990000220630302486,(Aleph)000022063EMU01	None	0
ocm1773577	990000220640302486,(Aleph)000022064EMU01	None	0
(OCoLC)1596851	990000220650302486,(Aleph)000022065EMU01	0042-7381	0
ocm1776687	990000220660302486,(Aleph)000022066EMU01	None	0
(OCoLC)7107147	990000223800302486,(Aleph)000022380EMU01	0566-1935	0
(OCoLC)4574242	990000223810302486,(Aleph)000022381EMU01	0270-8140	0
(OCoLC)1768779	990000223820302486,(Aleph)000022382EMU01	0041-8196	0
ocm1645180	990000223830302486,(Aleph)000022383EMU01	0566-1943	0
(OCoLC)8793654	990000223840302486,(Aleph)000022384EMU01	0101-3300	0
(OCoLC)43678666	990000223850302486,(Aleph)000022385EMU01	1523-9888	0
